,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,H1,H2,H3,H4,H5,H6,H7,H8,H9
,72,27.9843165952681,30.754885654964,34.2786480172191,31.4853359438548,34.8824588264786,34.9821054514472,31.7291760679253,31.4591192171027,31.7373952489786,30.5714199250688,31.2345328493,26.1515005136432,28.8100993562452,24.2955513042614,32.618355207573,33.406043875769,34.3874162031417,38.3035460202819,38.7478635782927,35.2794982637403,32.7699049831026,34.6277428110711,31.9254280674173,28.4073708613989,26.551995677926,30.0053478418602,38.4086706756458,35.4331021103335,34.7160309559265,34.777360206525,35.3468044689874,21.3414679251099,33.0060228206004,28.8052694863435,34.3176403727233,32.3206564400001,29.3198050475646,25.4896930849212,37.1955013842835,31.9601172101253,35.8089010693056,37.7534170863534,35.3444529742579,34.2091823674413,32.5347914533719,31.7409570425351,37.5955350307516,30.4617726753434,24.1136648715116,19.7208314973965,36.2718961076337,34.4428184216609,35.7885119277302,35.2434437689752,34.5732319730986,33.4203166569716,31.6859904013562,34.590456142712,35.8840149136634,35.2195825026229,32.2060150484226,35.1595773721398,35.5861989983267,37.5210138722208,35.4994580265736,34.7509936981041,37.8853599546683,34.0182405059793,31.0497778250214,35.107448275519,34.2083024720162,32.9025508466676,29.0848250635084,32.0929854431795,32.3257392588165,32.937550648543,32.7498703946893,33.1950716003144,1.69555546847664,2.0071863627449,4.81453995700116
,72.5,60.6326859564144,66.6355855857561,74.2704040373079,68.2182278783513,75.5786607907044,75.7945618114684,68.7465481471733,68.1614249703907,68.7643563727872,66.2380765043167,67.6748211734822,56.6615844462258,62.4218819385326,52.6403611592343,70.6731029497422,72.3797617308334,74.5060684401426,82.9910163772761,83.9537044196348,76.4389129047693,71.0014607967215,75.0267760906535,69.1717608127387,61.5493035330331,57.5293239688394,65.0115869906975,83.2187864639004,76.7717212390572,75.2180670711736,75.3509471141372,76.5847430161376,46.2398471710716,71.5130494446347,62.4114172204096,74.3548874742345,70.0280889533356,63.5262442697215,55.2276683506625,80.5902529992801,69.2469206219384,77.5859523168303,81.7990703537641,76.5796481108947,74.1198951294574,70.4920481489718,68.7720735921582,81.4569925666289,66.000507463243,52.2462738882766,42.72846824436,78.5891082332071,74.6261065802664,77.5417758434156,76.3607948327805,74.9086692750484,72.4106860901043,68.6529792029403,74.9459883092103,77.7486989796037,76.3090954223509,69.7796992715839,76.179084306304,77.1034311630414,81.295530056478,76.9154923909097,75.2938196792256,82.0849465684486,73.7061877629541,67.2745186208803,76.0661379302908,74.1179886893689,71.2888601677789,63.0171209709329,69.5348017935553,70.0391017274359,71.3646930718425,70.9580525218263,71.9226551340155,3.67370351503246,4.34890378594736,10.4315032401694
,73,55.9686331905374,61.5097713099296,68.557296034438,62.970671887707,69.7649176529579,69.9642109028939,63.4583521358533,62.9182384342079,63.4747904979573,61.1428398501395,62.469065698598,52.3030010272845,57.6201987124934,48.591102608524,65.2367104151466,66.8120877515393,68.7748324062865,76.6070920405616,77.495727156585,70.5589965274783,65.5398099662025,69.2554856221407,63.8508561348376,56.8147417228017,53.1039913558518,60.0106956837217,76.8173413512945,70.866204220669,69.4320619118516,69.5547204130489,70.6936089379712,42.6829358502199,66.012045641203,57.6105389726849,68.6352807454482,64.6413128800039,58.6396100951257,50.9793861698431,74.3910027685644,63.9202344202508,71.6178021386135,75.5068341727043,70.68890594852,68.4183647348847,65.0695829067421,63.4819140850682,75.1910700615044,60.9235453506858,48.2273297430249,39.4416629947939,72.543792215269,68.8856368433228,71.5770238554614,70.4868875379531,69.1464639461993,66.8406333139413,63.371980802715,69.1809122854249,71.7680298273265,70.4391650052478,64.4120300968485,70.3191547442824,71.1723979966536,75.0420277444412,70.9989160531474,69.5019873962083,75.7707199093361,68.0364810119567,62.0995556500433,70.2148965510368,68.4166049440336,65.8051016933325,58.1696501270139,64.1859708863578,64.6514785176331,65.8751012970835,65.4997407893761,66.3901432006297,3.39111093695306,4.01437272548986,9.62907991400209
,73.5,55.9686331905473,61.5097713099212,68.5572960344317,62.9706718877057,69.7649176529718,69.9642109028853,63.4583521358508,62.9182384342082,63.4747904979499,61.1428398501423,62.4690656986065,52.3030010272879,57.6201987124778,48.5911026085145,65.2367104151386,66.8120877515449,68.7748324062757,76.607092040564,77.495727156602,70.5589965274836,65.5398099662029,69.2554856221396,63.8508561348232,56.8147417227997,53.1039913558502,60.0106956837069,76.8173413512826,70.8662042206798,69.4320619118614,69.5547204130492,70.6936089379608,42.6829358502179,66.0120456412017,57.6105389726703,68.6352807454361,64.6413128800056,58.6396100951225,50.979386169846,74.3910027685655,63.9202344202437,71.6178021386115,75.506834172705,70.6889059485287,68.4183647348793,65.0695829067394,63.4819140850811,75.1910700615178,60.9235453506981,48.2273297430221,39.4416629947933,72.5437922152602,68.885636843316,71.5770238554665,70.4868875379498,69.1464639461959,66.8406333139587,63.3719808027025,69.1809122854281,71.7680298273099,70.4391650052497,64.4120300968609,70.3191547442901,71.1723979966538,75.0420277444326,70.9989160531566,69.5019873962011,75.7707199093543,68.0364810119621,62.0995556500305,70.2148965510374,68.4166049440297,65.8051016933312,58.1696501270205,64.1859708863532,64.651478517638,65.8751012970918,65.4997407893813,66.3901432006293,3.39111093696022,4.01437272548401,9.62907991400368
,74,55.968633190462,61.5097713099781,68.5572960344786,62.9706718877258,69.7649176528524,69.9642109029544,63.4583521358552,62.9182384341921,63.4747904980122,61.142839850102,62.4690656985476,52.3030010272699,57.620198712595,48.5911026085878,65.2367104152064,66.8120877515007,68.7748324063559,76.6070920405471,77.4957271564781,70.5589965274628,65.5398099662093,69.2554856221582,63.8508561349287,56.8147417228017,53.10399135586,60.0106956838116,76.817341351368,70.8662042205872,69.432061911781,69.5547204130443,70.6936089380652,42.6829358502342,66.0120456412097,57.6105389727929,68.6352807455213,64.6413128799785,58.6396100951583,50.9793861698201,74.3910027685655,63.9202344203032,71.6178021386207,75.5068341727069,70.6889059484546,68.4183647349211,65.0695829067788,63.4819140849828,75.1910700614118,60.9235453506082,48.2273297430394,39.4416629947931,72.5437922153207,68.8856368433653,71.5770238554285,70.4868875379669,69.1464639462201,66.8406333138278,63.3719808027879,69.1809122853975,71.7680298274425,70.439165005228,64.4120300967513,70.3191547442191,71.1723979966487,75.0420277444977,70.998916053082,69.5019873962583,75.7707199092213,68.0364810119278,62.0995556501365,70.2148965510276,68.4166049440595,65.8051016933513,58.169650126982,64.1859708863956,64.651478517598,65.8751012970337,65.4997407893495,66.3901432006245,3.39111093689928,4.01437272553244,9.62907991399351
,74.5,55.8491895680537,61.3385654136015,68.4969164604694,62.9697926170854,69.6245450727221,69.9110844116705,63.2949566179042,62.7001266084193,63.259203985703,61.0904560167603,62.5715924078389,52.2543197708624,57.4452838678301,48.5161940474088,65.119314182516,66.7673578173292,68.6858439285702,76.5575718638693,77.321634917657,70.3071139425834,65.3527977015954,69.23949200226,63.8920641638881,56.8027997389439,52.9462108890368,59.8293918936308,76.6230090218937,70.7234977661261,69.3982998914771,69.5279335485352,70.4493503470134,42.4032850830878,65.7027263861387,57.5563172656477,68.5918766844072,64.6754207714073,58.5052529135968,50.7624275818164,74.2178326793658,63.8366900371732,71.5008874677721,75.3709129291343,70.4177107877518,68.1132723824289,64.7355124001273,63.4331711207452,74.9860384242102,60.8077751949216,48.0474114184319,39.3052698137316,72.4872482449678,68.8044607896737,71.5515559611248,70.3841064904085,68.8561165193571,66.5725868375029,63.1124719685737,69.1332618107203,71.6986607863594,70.3946490301221,64.2788592647937,70.1538029961798,70.9611370111447,75.0764755373114,70.8671782801619,69.4359698875357,75.5663226849764,67.7854668538396,61.8338014153152,70.1442602379985,68.4039341407159,65.7302841648781,57.8121847446781,63.9425357468406,64.4489149437906,65.1629203638371,64.7939186348622,65.7731237284205,3.29046660611715,3.93592551159657,9.5485426542333
,75,56.5226588087625,62.3505732793424,68.8096160826033,62.9503822391973,70.5438379728124,70.3743243630981,63.888889097071,63.7052432999882,64.1797616062853,61.479091560045,61.9363334551675,52.6179971676208,58.4538792789177,48.891332177524,65.7161119293777,67.0796855920955,69.2891407941315,76.9765559796122,77.8405468750525,71.3663904025599,65.9993792986909,69.3957100879927,63.636248338211,56.9389726339057,53.9333988187218,60.9366533810976,77.7921228717133,71.7192388979065,69.6173934477115,69.742801518495,71.4567709358535,43.7026243197596,67.1110884649476,57.9260640730591,68.9158033103613,64.4159309060965,59.3315940002345,52.0635409855996,75.2138278766956,64.4101216073562,72.3324590813718,76.3452589635375,71.6160492053745,69.5471268170768,66.3585192517276,63.8064690121632,76.3186271914022,61.5371514866317,49.1593577162168,40.0469633019895,72.7721075688728,69.3852877964275,71.7973034689153,71.1276828484953,70.1414142017542,67.6611782418445,64.2085022711229,69.5370104359632,72.1644522122881,70.7848009269861,65.1907879327321,71.1373311784421,72.1303974125033,74.8948248570754,71.8159241270603,70.0131327436284,76.1949283367461,68.8584978037973,62.8706542371991,70.7015438481575,68.4916033403374,66.33908777549,59.8146063277322,65.1635286756699,65.413939489534,68.4080315932648,68.1144896914672,68.3942535860615,3.9007846019644,4.43689985965221,10.1677028786607
,75.5,58.1048141040353,64.462680346649,69.5160178798765,63.184155792481,72.1077765949211,70.2664791030701,67.1228026927535,67.0832511011522,68.0532696367972,61.8352144473965,60.84718970474,52.9078900010055,60.6836625861415,49.8942427459079,67.4978033236711,67.5127112838078,70.178047137249,76.9057664379482,81.8574174554377,75.982255536154,69.8466319853472,69.3540451671391,63.2172496414199,56.8254024365118,55.389524550436,62.7093061200191,79.8383026230464,72.8420956624354,70.0396440919201,69.9101612077245,75.988445711395,48.4831201504279,72.59802067479,58.4643734815307,69.2080818568882,64.4553484917402,60.634380178318,54.5530119529502,77.3861901860085,65.1491856453515,73.1335546187796,77.2330283633544,76.419387287496,74.4481474196813,71.6970779187383,64.0236720888137,78.5947130301607,62.9564153767832,51.0316744331267,41.9469929648936,73.2742853256324,69.989264212089,71.6023272469438,71.7747652127879,75.2461767448679,72.947135958874,69.1175021320533,69.5520110815693,72.9570382411127,70.6509419232431,65.8490365471055,72.9808473832852,75.0821210896756,74.4128234149764,72.6779696240286,69.7248645169748,81.0007357362364,73.3369991547676,68.4230459715129,70.8844683564662,68.7014751399928,66.3733180424441,64.731342619449,68.962139309494,68.7092413662048,82.2135623056625,81.0763079380065,81.2755894310974,5.2943163465373,5.3305784053519,10.3447191128336
,76,60.5211237112586,66.9526689508541,71.9172983592152,63.2114169923995,71.595520392495,68.6172107776578,79.6362665876865,79.6490799783021,80.749104691201,60.7615895723827,59.1010980934683,51.9638486288602,63.9412225353544,53.1877512124889,71.2776665052268,66.8363823934661,69.5148081535938,75.9062650062361,97.2136358929508,91.2743417619881,85.1673141952639,68.0376309665817,62.4517275862986,55.4401359366404,57.6788150420164,66.1519463921201,83.3207084777212,72.2284676031489,69.7852276150328,68.686363363506,91.3089391350117,62.2543475745159,87.601635167135,57.9666717515456,68.2807158839947,63.8568022784623,62.8231108801839,58.148172161688,80.6622448383665,64.7525160587713,72.6082215136404,76.4487771360685,91.0696022922023,90.1499143338046,86.6010890204334,63.2184208559607,78.4922270720759,63.1825460142762,53.482261309373,45.6476245145021,76.7266694203731,69.0878259573361,70.5333163307853,70.9755687612071,91.2453495720938,88.9638600988347,83.9231368128745,68.0159966384629,72.1071585076747,69.4308595486901,67.1829511934872,75.8593325104647,79.8305345060774,72.9990231953868,71.6642398064729,68.631304882685,97.8107293094093,88.4278955490641,84.5797807590969,69.6050447253753,67.9868109073401,65.114482393083,72.9799173186852,78.2047960649014,77.9440971067102,112.25757605286,110.128520436013,110.95259991567,5.65808731244084,5.54933518658311,9.88391231154787
,76.5,69.543496398965,76.1987669059197,83.5145353779659,61.7057579503449,69.6792490934004,66.608827162787,111.035083926857,111.268867264771,112.240033105382,58.9306721720798,56.7907086126328,51.0389966343469,75.3492544150946,65.3197890105722,85.4345779686898,64.9937020936183,67.445849737204,74.2358554014987,134.2495723932,127.212465895944,120.793696137648,66.4132905637019,61.1788876534195,53.1039251775012,69.253347019023,80.1539210634547,99.1785249102426,70.1441266471896,68.6085472129682,66.3413924909622,128.092884994633,91.471841023175,122.396643503257,56.5502821994704,66.4297925839849,62.0217445595931,73.3228857107079,69.7513085012803,93.9780267671318,63.4076031312733,70.8485108902212,74.6805024896464,126.643099987341,126.676306427086,121.625463088074,61.4969105399842,76.0777649037284,62.3928948413254,62.952486300985,56.8575075011042,91.1834325726371,67.4414219580847,69.1762976099835,69.4635754162764,128.520102191685,125.483719725759,117.386557457744,65.4663589524953,69.2362489928955,68.2140521858739,77.8363955446658,88.8788965933461,94.8801062358042,70.6736993190551,69.7389550313763,67.4019698929727,136.97527252442,124.476096052801,120.144863210869,68.0905440007076,66.6969564490399,63.4267000233964,93.9663559309615,103.152869586688,102.32934698944,163.237223811796,160.238221931658,161.103558286279,5.26706612067949,5.39673065518815,9.95726564354686
,77,95.4985233234515,102.38287943805,115.799226319664,59.1923096226591,67.6458812468334,64.7686024350795,161.930685375112,162.144456901313,162.865639259151,57.6322946024817,54.4019976783302,50.7338012658878,104.498170739167,94.2568674711781,120.387363238475,63.3130815096873,65.1926655603097,72.2789057889563,193.11248810468,183.632465698932,176.45172191166,65.0363201758621,59.6552338615131,51.1112968428229,98.6118645248811,113.911619567068,137.890849654278,67.8623397522965,67.2206028261763,63.9582538934924,185.843174754483,134.786414409454,177.210454612844,55.5661671544245,64.4742090200414,59.866718664037,101.629821549555,97.8627140487148,129.143977828631,62.0196646419528,68.2086333643362,72.180652593983,184.062833189901,184.198591157348,177.050590508107,59.3772186406915,73.0504098766655,61.7155735654425,87.1653204425323,82.3380975733596,125.989285460664,65.6881836344201,67.7034250393961,67.5676019473917,186.983658202157,181.899526484123,170.533247200863,63.6907545029903,66.6693560509245,66.5452278772341,107.340925536879,123.160071202,131.367903374927,67.992511317478,67.1287015329034,65.2392363787345,198.911627520793,180.819326496886,175.150486571293,65.8773203805343,65.4210697925815,62.2281495349328,131.228934504932,145.636697219128,142.926341201255,228.147959893494,223.206159549857,225.136304161336,5.22864088931385,5.13300297554343,9.05129314498214
,77.5,139.97958277898,146.104242685746,168.643723938144,57.5608674961381,65.8426427855555,62.6544442427402,222.194226877387,222.438927738414,222.380486964513,56.5183525507513,52.5684063970793,49.9909278600597,150.521163610226,138.567610510634,174.264371855752,62.0948297827017,63.218165248813,70.5062858079874,261.577492075854,249.791927114098,241.987251920342,62.8088970288354,58.6376745909209,49.0789203220373,144.594972628025,165.113520758514,195.573708921206,65.9549341169651,66.1353842852416,62.2296257524306,251.904546688394,184.026546311368,240.427443590738,54.3844838124274,62.5966503051402,57.9977072756153,147.703288374379,142.05257915678,185.122700235756,60.8117622233417,65.7885866380835,70.1259828359789,250.687665023863,251.009279367053,241.405362377695,57.6309275473133,70.6414056473196,60.5726641554585,125.736490527846,121.084331051533,181.681090139738,63.7269265084668,65.9958898689102,65.1653136199204,254.218853877523,246.799935831273,232.238514585148,62.7453196210977,65.1859397264511,64.774182707715,155.982600964897,177.251745919546,187.041172237597,66.2849330355964,64.6514386115541,63.3305915999565,269.692152359157,244.487751872834,237.927110106956,63.6802938625247,63.7224626421058,61.2689616234219,174.517515050476,193.735114468026,188.104447342607,291.450081846271,284.469451523261,288.674464473051,5.2127354462944,4.58339753326192,7.41887363760299
,78,192.696496806501,196.991298659959,229.369719301673,56.1824239374295,64.0962585441998,61.4719866099518,278.276642526009,278.635786246979,278.218832305782,55.6087344694176,51.2589030281342,49.4621276680855,202.549141036219,188.799927588213,234.945480205246,60.7619283542396,61.8717449593652,69.4490491731381,324.125824151397,310.467866537649,301.575234662754,60.6716852381595,57.5019161036054,47.5553881246826,197.399094463839,222.546655946002,259.608628025841,63.9967545491169,64.9729493925088,60.900101362023,310.873031554149,227.884438685362,297.570085090959,52.7614670745263,61.344662616028,56.2370362701386,201.959373667352,192.304131758497,248.727931467833,59.8030154546791,64.0091675269774,68.6161520157006,311.368030883901,311.409463684781,300.125698489019,56.5094568213278,68.4908126506009,59.288069475189,170.623290933529,164.58361741165,245.927646382075,62.3024433680201,64.5696253722977,63.3487276151405,314.897930194962,305.401252651642,286.913405557015,62.0016709601543,63.0455709279257,63.5315171239733,214.050828991339,239.857675559373,248.903272199851,65.2218767553563,62.6499810656271,62.2415558077861,331.695889262569,300.615635140844,293.257651789246,62.4159830646053,62.0052253455799,60.6128009998262,213.776102156433,237.024330902,227.785944266692,335.089761517355,328.082265337744,333.318377783339,4.04589419165001,4.05647629812108,6.981961796029
,78.5,243.477034072731,245.056358747398,286.051973469788,54.7645828032015,62.7237458040852,60.8390580143767,312.122264977952,312.709850929625,311.505801078034,54.700856948282,50.5799110714893,49.3754869720607,250.799626197321,234.47061237067,289.941017735241,59.8266174102613,60.7399120840735,68.5957969346557,360.07438529642,345.344077214553,335.410215273358,59.2850361252417,56.0799516296356,47.1536501573457,245.620294949535,275.044916107964,317.009416929523,62.4321942670799,63.6585511323294,59.573715144386,343.332594603776,251.421704137227,330.437407438621,51.9347964596781,60.0940058763064,54.9317260040506,252.753633156231,238.438705956285,306.99134043906,59.0086200536538,62.4641313206741,67.1464253832914,347.127229555253,346.211631627042,334.515807672709,55.4813079432676,66.4995193854998,58.3959687724359,213.042872387866,203.842931303955,303.111704633302,61.8330734802037,63.2884963563413,62.3993779053046,349.403304357998,338.192308776912,318.13837380209,61.2679205707665,60.8575040725501,62.6313064610902,269.518269680681,298.346417864398,304.797203380349,63.4600267189851,60.9973932628419,60.8373003407735,365.561471579377,331.442615804742,324.057263160825,61.079106157455,60.4302825194193,60.443488461624,241.000027248053,265.286878820356,252.269213882329,341.531829047359,334.558398638395,340.650623701027,2.79131849591965,3.52993451422822,6.82413154559623
,79,278.612067324035,275.985260705714,321.448675933167,54.4340141582749,61.6449597583452,59.8595458027032,306.016628730671,306.158796071944,304.023879433611,54.3430160937041,50.6783112844068,49.4058950367809,279.636519482395,260.500122654328,320.712947054983,59.2287321990843,59.359579058462,67.1228483233739,349.002491200434,335.278056408556,325.746424167745,57.9854905082892,54.697190295473,47.8330230260553,272.493491198326,304.470877996805,346.100385773169,61.5390158355028,62.6382330690882,58.6133229608013,330.256840966816,241.444625328555,320.000655073671,51.820125764172,58.4543763336906,54.5259088959153,284.352022289488,265.568764778128,340.537462759811,57.880789259188,60.8547417705487,65.8653896735888,337.253762506619,335.769415957095,325.153711297061,54.804619597276,65.280194556545,57.6057580066245,239.371252218689,225.872462155582,334.831590864106,61.2961911097025,61.906525508739,61.1701300019712,337.417814023424,326.60098614955,308.355617174104,60.3292645273611,59.6576080313969,61.3805848021158,304.641128136728,333.107672004777,335.31013797192,62.0947254868665,59.6941150702932,59.2970855029963,350.888662820996,317.856384104262,312.05840253181,59.6245600011932,59.1919741478013,59.3696033356587,238.781988912963,258.861507235182,243.222110853455,302.693234424137,295.011311247501,302.231171063647,2.52001589760249,3.13839594133771,6.15311768457491
