"Latest: Time (min)","Latest: Potential (V)"
0,-0.577392578125
0.0166666666667,-0.576782226563
0.0333333333333,-0.575561523438
0.05,-0.576782226563
0.0666666666667,-0.576171875
0.0833333333333,-0.263671875
0.1,0.0863647460938
0.116666666667,0.1904296875
0.133333333333,-0.613098144531
0.15,-0.474243164063
0.166666666667,-0.157775878906
0.183333333333,0.298156738281
0.2,0.429382324219
0.216666666667,0.158386230469
0.233333333333,-0.120849609375
0.25,-0.169677734375
0.266666666667,-0.229797363281
0.283333333333,-0.271606445313
0.3,-0.4345703125
0.316666666667,-0.39794921875
0.333333333333,-0.404663085938
0.35,-0.422058105469
0.366666666667,-0.0534057617188
0.383333333333,0.727844238281
0.4,1.00524902344
0.416666666667,1.00463867188
0.433333333333,1.00433349609
0.45,1.00463867188
0.466666666667,1.00463867188
0.483333333333,1.00646972656
0.5,1.00463867188
0.516666666667,1.005859375
0.533333333333,1.00646972656
0.55,1.005859375
0.566666666667,1.005859375
0.583333333333,1.00646972656
0.6,1.00646972656
0.616666666667,1.00524902344
0.633333333333,1.00646972656
0.65,1.00463867188
0.666666666667,1.00524902344
0.683333333333,1.005859375
0.7,1.005859375
0.716666666667,1.005859375
0.733333333333,1.005859375
0.75,1.00646972656
0.766666666667,1.00494384766
0.783333333333,1.00524902344
0.8,1.00433349609
0.816666666667,1.00646972656
0.833333333333,1.00494384766
0.85,1.00494384766
0.866666666667,1.00524902344
0.883333333333,1.00524902344
0.9,1.00646972656
0.916666666667,1.00646972656
0.933333333333,1.00646972656
0.95,1.00433349609
0.966666666667,1.00463867188
0.983333333333,0.998229980469
1,0.955505371094
1.01666666667,0.902404785156
1.03333333333,0.864868164063
1.05,0.831604003906
1.06666666667,0.799255371094
1.08333333333,0.770568847656
1.1,0.741882324219
1.11666666667,0.718078613281
1.13333333333,0.699157714844
1.15,0.6787109375
1.16666666667,0.661926269531
1.18333333333,0.646667480469
1.2,0.630493164063
1.21666666667,0.617980957031
1.23333333333,0.605163574219
1.25,0.596313476563
1.26666666667,0.587768554688
1.28333333333,0.57861328125
1.3,0.569152832031
1.31666666667,0.561218261719
1.33333333333,0.556335449219
1.35,0.549926757813
1.36666666667,0.546264648438
1.38333333333,0.541687011719
1.4,0.538330078125
1.41666666667,0.533752441406
1.43333333333,0.530395507813
1.45,0.529174804688
1.46666666667,0.52978515625
1.48333333333,0.52978515625
1.5,0.532531738281
1.51666666667,0.537109375
1.53333333333,0.543823242188
1.55,0.553894042969
1.56666666667,0.567016601563
1.58333333333,0.5810546875
1.6,0.591125488281
1.61666666667,0.603942871094
1.63333333333,0.613098144531
1.65,0.617065429688
1.66666666667,0.619812011719
1.68333333333,0.615844726563
1.7,0.607604980469
1.71666666667,0.596313476563
1.73333333333,0.583190917969
1.75,0.570373535156
1.76666666667,0.555114746094
1.78333333333,0.541687011719
1.8,0.528259277344
1.81666666667,0.518493652344
1.83333333333,0.507507324219
1.85,0.497131347656
1.86666666667,0.490417480469
1.88333333333,0.484924316406
1.9,0.48095703125
1.91666666667,0.476379394531
1.93333333333,0.475463867188
1.95,0.469665527344
1.96666666667,0.471496582031
1.98333333333,0.470886230469
2,0.469665527344
2.01666666667,0.470886230469
2.03333333333,0.470886230469
2.05,0.470275878906
2.06666666667,0.471496582031
2.08333333333,0.473022460938
2.1,0.474853515625
2.11666666667,0.475463867188
2.13333333333,0.479736328125
2.15,0.482177734375
2.16666666667,0.486450195313
2.18333333333,0.48828125
2.2,0.491638183594
2.21666666667,0.496520996094
2.23333333333,0.503540039063
2.25,0.51025390625
2.26666666667,0.520324707031
2.28333333333,0.533142089844
2.3,0.550537109375
2.31666666667,0.572509765625
2.33333333333,0.593872070313
2.35,0.615844726563
2.36666666667,0.632019042969
2.38333333333,0.648498535156
2.4,0.659790039063
2.41666666667,0.667114257813
2.43333333333,0.667114257813
2.45,0.664672851563
2.46666666667,0.661926269531
2.48333333333,0.657348632813
2.5,0.65673828125
2.51666666667,0.655822753906
2.53333333333,0.655822753906
2.55,0.657348632813
2.56666666667,0.657348632813
2.58333333333,0.657348632813
2.6,0.659790039063
2.61666666667,0.657348632813
2.63333333333,0.660400390625
2.65,0.661926269531
2.66666666667,0.663757324219
2.68333333333,0.663146972656
2.7,0.663146972656
2.71666666667,0.660705566406
2.73333333333,0.660095214844
2.75,0.656433105469
2.76666666667,0.656433105469
2.78333333333,0.653076171875
2.8,0.652465820313
2.81666666667,0.660705566406
2.83333333333,0.682067871094
2.85,0.720825195313
2.86666666667,0.783996582031
2.88333333333,0.868835449219
2.9,0.959777832031
2.91666666667,1.00311279297
2.93333333333,1.00524902344
2.95,1.00433349609
2.96666666667,1.00524902344
2.98333333333,1.00646972656
3,1.00494384766
3.01666666667,0.975646972656
3.03333333333,0.906982421875
3.05,0.831604003906
3.06666666667,0.767517089844
3.08333333333,0.71533203125
3.1,0.667724609375
3.11666666667,0.630493164063
3.13333333333,0.597839355469
3.15,0.568542480469
3.16666666667,0.542297363281
3.18333333333,0.5224609375
3.2,0.501708984375
3.21666666667,0.482482910156
3.23333333333,0.466918945313
3.25,0.452270507813
3.26666666667,0.440979003906
3.28333333333,0.431518554688
3.3,0.420837402344
3.31666666667,0.41015625
3.33333333333,0.401611328125
3.35,0.396118164063
3.36666666667,0.389404296875
3.38333333333,0.381469726563
3.4,0.37353515625
3.41666666667,0.368041992188
3.43333333333,0.365295410156
3.45,0.360107421875
3.46666666667,0.356140136719
3.48333333333,0.352783203125
3.5,0.350036621094
3.51666666667,0.345458984375
3.53333333333,0.341186523438
3.55,0.337524414063
3.56666666667,0.332946777344
3.58333333333,0.330810546875
3.6,0.329895019531
3.61666666667,0.328063964844
3.63333333333,0.326843261719
3.65,0.324096679688
3.66666666667,0.322265625
3.68333333333,0.321655273438
3.7,0.321350097656
3.71666666667,0.322265625
3.73333333333,0.32470703125
3.75,0.331420898438
3.76666666667,0.339965820313
3.78333333333,0.357666015625
3.8,0.386962890625
3.81666666667,0.427551269531
3.83333333333,0.483703613281
3.85,0.548400878906
3.86666666667,0.618591308594
3.88333333333,0.670471191406
3.9,0.697937011719
3.91666666667,0.699157714844
3.93333333333,0.677185058594
3.95,0.639038085938
3.96666666667,0.591125488281
3.98333333333,0.542907714844
4,0.497131347656
4.01666666667,0.461730957031
4.03333333333,0.433654785156
4.05,0.408325195313
4.06666666667,0.390319824219
4.08333333333,0.374755859375
4.1,0.360107421875
4.11666666667,0.344848632813
4.13333333333,0.333251953125
4.15,0.322875976563
4.16666666667,0.315551757813
4.18333333333,0.307922363281
4.2,0.301208496094
4.21666666667,0.296020507813
4.23333333333,0.292053222656
4.25,0.288696289063
4.26666666667,0.286254882813
4.28333333333,0.284729003906
4.3,0.283203125
4.31666666667,0.283203125
4.33333333333,0.287475585938
4.35,0.290832519531
4.36666666667,0.298156738281
4.38333333333,0.316162109375
4.4,0.343322753906
4.41666666667,0.390930175781
4.43333333333,0.457458496094
4.45,0.538330078125
4.46666666667,0.6103515625
4.48333333333,0.660400390625
4.5,0.665283203125
4.51666666667,0.631103515625
4.53333333333,0.572204589844
4.55,0.503540039063
4.56666666667,0.443420410156
4.58333333333,0.392761230469
4.6,0.354614257813
4.61666666667,0.32470703125
4.63333333333,0.300903320313
4.65,0.285339355469
4.66666666667,0.272521972656
4.68333333333,0.260009765625
4.7,0.25390625
4.71666666667,0.249938964844
4.73333333333,0.249328613281
4.75,0.248413085938
4.76666666667,0.247802734375
4.78333333333,0.254821777344
4.8,0.266723632813
4.81666666667,0.283203125
4.83333333333,0.303955078125
4.85,0.335998535156
4.86666666667,0.391540527344
4.88333333333,0.447082519531
4.9,0.494995117188
4.91666666667,0.500183105469
4.93333333333,0.491027832031
4.95,0.47607421875
4.96666666667,0.478210449219
4.98333333333,0.459594726563
5,0.3466796875
5.01666666667,0.286560058594
5.03333333333,0.222473144531
5.05,0.18798828125
5.06666666667,0.167236328125
5.08333333333,0.15380859375
5.1,0.149841308594
5.11666666667,0.151062011719
5.13333333333,0.159912109375
5.15,0.17333984375
5.16666666667,0.198059082031
5.18333333333,0.233154296875
5.2,0.274658203125
5.21666666667,0.312194824219
5.23333333333,0.332641601563
5.25,0.331420898438
5.26666666667,0.306091308594
5.28333333333,0.269165039063
5.3,0.227966308594
5.31666666667,0.18798828125
5.33333333333,0.163879394531
5.35,0.146484375
5.36666666667,0.140686035156
5.38333333333,0.144348144531
5.4,0.159912109375
5.41666666667,0.187683105469
5.43333333333,0.223083496094
5.45,0.251159667969
5.46666666667,0.263366699219
5.48333333333,0.250549316406
5.5,0.221252441406
5.51666666667,0.191345214844
5.53333333333,0.165405273438
5.55,0.149536132813
5.56666666667,0.151062011719
5.58333333333,0.162048339844
5.6,0.18798828125
5.61666666667,0.205993652344
5.63333333333,0.203247070313
5.65,0.184020996094
5.66666666667,0.15869140625
5.68333333333,0.140991210938
5.7,0.129089355469
5.71666666667,0.1318359375
5.73333333333,0.134582519531
5.75,0.125732421875
5.76666666667,0.103149414063
5.78333333333,0.0802612304688
5.8,0.0656127929688
5.81666666667,0.0564575195313
5.83333333333,0.04638671875
5.85,0.0271606445313
5.86666666667,0.0018310546875
5.88333333333,-0.0201416015625
5.9,-0.0381469726563
5.91666666667,-0.057373046875
5.93333333333,-0.0775146484375
5.95,-0.09765625
5.96666666667,-0.115051269531
5.98333333333,-0.13427734375
